author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
PRO ОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/312109708/,Москва,sale,flat,6,14,2,45.0,-1,0,11400000.0,Вешняки,Косинская ,16К1,Выхино,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/304286424/,Москва,sale,flat,2,14,2,42.0,-1,0,11300000.0,Молжаниновский,Ленинградское шоссе,228к2,Новоподрезково,1-й Ленинградский
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/315256990/,Москва,sale,flat,9,9,3,50.0,-1,0,11400000.0,Чертаново Центральное, Красного Маяка,11К1,Пражская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/313340242/,Москва,sale,flat,2,12,1,32.9,-1,0,11500000.0,Раменки, Пырьева,9,Поклонная,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316294740/,Москва,sale,flat,14,16,1,34.1,-1,0,11500000.0,Можайский,Запорожская ,6,Сетунь,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317767259/,Москва,sale,flat,9,14,2,51.7,-1,0,11500000.0,,переулок Любучанский,1к3,Щербинка,Остафьево
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/315677385/,Москва,sale,flat,16,17,1,37.9,-1,0,11499999.0,Чертаново Южное, Газопровод,15,Красный Строитель,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/314205722/,Москва,sale,flat,5,9,1,29.4,-1,0,11550000.0,Филевский парк,Сеславинская ,32,Филёвский парк,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316287047/,Москва,sale,flat,12,16,1,36.1,-1,0,11700000.0,Северное Тушино, Героев Панфиловцев,7К1,Планерная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314791156/,Москва,sale,flat,15,17,1,38.0,-1,0,11799999.0,Братеево, Борисовские Пруды,12К1,Борисово,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317119193/,Москва,sale,flat,7,9,2,60.1,-1,0,11690000.0,,проспект Куприна,38к2,Потапово,Эко Бунино
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/313910922/,Москва,sale,flat,2,25,2,61.6,-1,0,11800000.0,, Радужная,4,Рассказовка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316853437/,Москва,sale,flat,9,17,1,37.8,-1,0,11800000.0,Орехово-Борисово Южное,Воронежская ,56,Зябликово,
Welcome 24,real_estate_agent,https://www.cian.ru/sale/flat/317762951/,Москва,sale,flat,2,9,2,42.4,-1,0,11800000.0,Печатники, Полбина,60,Депо,
Кирилл Бобер-Алексеев,realtor,https://www.cian.ru/sale/flat/317021861/,Москва,sale,flat,5,17,2,57.1,-1,0,11800000.0,, Полковника Милиции Курочкина,5,Ольховая,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315848537/,Москва,sale,flat,7,19,1,37.7,-1,0,11990000.0,, Самуила Маршака,12,Рассказовка,Переделкино Ближнее Город-парк
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/311086812/,Москва,sale,flat,2,12,2,43.0,-1,0,11990000.0,Северное Тушино, Свободы,73К1,Планерная,
Лайк Стрит,real_estate_agent,https://www.cian.ru/sale/flat/316453422/,Москва,sale,flat,3,9,2,47.6,-1,0,11990000.0,Царицыно, Бехтерева,41К3,Царицыно,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316266733/,Москва,sale,flat,3,11,2,39.0,-1,0,12000000.0,Преображенское,Большая Черкизовская ,32К2,Черкизовская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317525537/,Москва,sale,flat,9,19,2,55.6,-1,0,12000000.0,,проспект Куприна,7к2,Потапово,Бунинские кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317761472/,Москва,sale,flat,8,9,1,37.5,-1,0,12000000.0,Раменки, Довженко,6,Минская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/316627670/,Москва,sale,flat,1,5,2,44.2,-1,0,12000000.0,Хорошево-Мневники,бульвар Генерала Карбышева,1,Бульвар Генерала Карбышева,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316268133/,Москва,sale,flat,6,12,1,31.6,-1,0,12000000.0,Левобережный,Прибрежный проезд,7,Ховрино,
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/314944008/,Москва,sale,flat,10,22,1,37.0,-1,0,12000000.0,Отрадное,Высоковольтный проезд,1к3,Отрадное,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316469642/,Москва,sale,flat,10,33,1,32.0,-1,0,12150000.0,Метрогородок,Тагильская ,3к2,Черкизовская,Открытый парк
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/314791001/,Москва,sale,flat,1,10,1,33.0,-1,0,12200000.0,Сокол,Малый Песчаный переулок,6,Сокол,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317037155/,Москва,sale,flat,7,9,2,48.0,-1,0,12300000.0,Восточное Измайлово,Первомайская ,113К1,Первомайская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756642/,Москва,sale,flat,15,21,2,44.0,-1,0,12300000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317746325/,Москва,sale,flat,3,17,1,37.9,-1,0,12300000.0,Митино,2-й Митинский переулок,5,Митино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314438930/,Москва,sale,flat,4,9,2,45.1,-1,0,12350000.0,Люблино,Краснодонская ,22,Депо,
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304059315/,Москва,sale,flat,2,17,1,37.8,-1,0,12314928.0,, Льва Кассиля,1к1,Рассказовка,Переделкино Ближнее Город-парк
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/313092048/,Москва,sale,flat,4,14,2,50.9,-1,0,12400000.0,Ново-Переделкино,Новопеределкинская ,14,Боровское шоссе,
ID 109287314,homeowner,https://www.cian.ru/sale/flat/313254334/,Москва,sale,flat,2,3,2,65.0,-1,0,12450000.0,,аллея Буковая,10,Ольховая,Андерсен
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316827414/,Москва,sale,flat,12,17,2,54.0,-1,0,12500000.0,Некрасовка,Рождественская ,21к5,Некрасовка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317069929/,Москва,sale,flat,1,12,2,48.8,-1,0,12500000.0,Бибирево, Корнейчука,38А,Бибирево,
Агентство Алисы Спиридоновой,real_estate_agent,https://www.cian.ru/sale/flat/315258141/,Москва,sale,flat,4,17,2,63.0,-1,0,12600000.0,,проспект Нововатутинский,13,Кедровая,"Новые Ватутинки, мкр. Центральный"
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/313185803/,Москва,sale,flat,4,13,2,60.7,-1,0,12600000.0,,шоссе Рязановское,31к2,Силикатная,Алхимово
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316996614/,Москва,sale,flat,1,12,2,46.9,-1,0,12600000.0,Перово, Металлургов,46К2,Перово,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/315661001/,Москва,sale,flat,1,5,2,42.8,-1,0,12500000.0,Котловка,Севастопольский проспект,21,Нагорная,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/316738895/,Москва,sale,flat,14,16,1,37.9,-1,0,12500000.0,Отрадное,Юрловский проезд,14к3,Бибирево,Юрлово
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/317552790/,Москва,sale,flat,1,16,2,50.6,-1,0,12600000.0,Чертаново Южное,Дорожная ,5К1,Покровское,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/317771903/,Москва,sale,flat,3,9,3,58.3,-1,0,12700000.0,Чертаново Центральное,Чертановская ,43К2,Пражская,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/304286568/,Москва,sale,flat,10,22,1,34.9,-1,0,12700000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,Sky Garden
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316188638/,Москва,sale,flat,8,9,1,31.0,-1,0,12800000.0,Ломоносовский, Гарибальди,13К1,Новые Черёмушки,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317313007/,Москва,sale,flat,2,12,3,62.8,-1,0,12800000.0,Бирюлево Восточное,Касимовская ,17,Каспийская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316830268/,Москва,sale,flat,5,9,1,32.0,-1,0,12750000.0,Таганский,Волгоградский проспект,15,Волгоградский проспект,
OPENCITY,real_estate_agent,https://www.cian.ru/sale/flat/311871795/,Москва,sale,flat,3,17,1,37.7,-1,0,12800000.0,Бескудниковский,Дмитровское шоссе,74К1,Верхние Лихоборы,
ID 58118925,realtor,https://www.cian.ru/sale/flat/317722389/,Москва,sale,flat,7,8,1,31.4,-1,0,12800000.0,Южнопортовый, Трофимова,13,Автозаводская,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316311454/,Москва,sale,flat,2,14,2,49.9,-1,0,12900000.0,Люблино,Совхозная ,3,Люблино,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/316047783/,Москва,sale,flat,14,14,2,50.5,-1,0,12950000.0,, Омская,8,Аэропорт Внуково,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/316291037/,Москва,sale,flat,5,8,2,34.8,-1,0,12950000.0,Аэропорт,Ленинградский проспект,78К2,Сокол,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316220171/,Москва,sale,flat,6,14,2,53.2,-1,0,13099000.0,Молжаниновский,Ленинградское шоссе,228к5,Химки,1-й Ленинградский
PRO ОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315094803/,Москва,sale,flat,3,23,1,34.8,-1,0,13000000.0,, Анны Ахматовой,11к1,Рассказовка,Городские истории (Рассказовка)
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317753759/,Москва,sale,flat,5,9,2,37.0,-1,0,13000000.0,Кунцево,Ельнинская ,18К1,Молодёжная,
Премьер Плюс,real_estate_agent,https://www.cian.ru/sale/flat/317704776/,Москва,sale,flat,9,9,2,46.0,-1,0,13100000.0,Выхино-Жулебино,Ташкентская ,16К1,Юго-Восточная,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/306926249/,Москва,sale,flat,10,19,1,47.0,-1,0,13000000.0,Крюково,проспект Георгиевский,33к6,Зеленоград — Крюково,Жемчужина Зеленограда
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/317701213/,Москва,sale,flat,5,13,2,41.3,-1,0,13000000.0,, 1-я Ватутинская,12к1,Ватутинки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317572926/,Москва,sale,flat,4,22,1,37.7,-1,0,13200000.0,Ясенево,Ясногорская ,17К1,Ясенево,
SUNRISE Estate,real_estate_agent,https://www.cian.ru/sale/flat/316273407/,Москва,sale,flat,3,10,1,36.4,-1,0,13250000.0,,бульвар Андрея Тарковского,6,Рассказовка,Рассказово
ГК ФСК,real_estate_agent,https://www.cian.ru/sale/flat/317518271/,Москва,sale,flat,18,22,1,35.9,-1,0,13310284.0,Ярославский, Красная Сосна,3,Свиблово,Настроение
MOD Estate,real_estate_agent,https://www.cian.ru/sale/flat/315929506/,Москва,sale,flat,17,17,2,53.6,-1,0,13300000.0,Ясенево,Вильнюсская ,15,Ясенево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311929155/,Москва,sale,flat,2,3,2,64.0,-1,0,13499999.0,, Андерсена,12к1,Ольховая,Андерсен
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317706617/,Москва,sale,flat,4,9,1,32.7,-1,0,13500000.0,Ховрино, Лавочкина,56/23,Беломорская,
ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/315973487/,Москва,sale,flat,5,9,1,34.0,-1,0,13400000.0,Даниловский, Симоновский Вал,12,Пролетарская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/315680154/,Москва,sale,flat,12,15,1,35.6,-1,0,13500000.0,Коньково,Профсоюзная ,69,Калужская,Дом на Профсоюзной 69
